"Country","Issuer","Currency","Face value","Reference","N# number (with link)","Title","Type","Year range","Shape","Composition","Weight","Diameter","Year","Gregorian year","Mintmark","Comment","Quantity","For exchange","Grade","Collection","Buying price (GBP)","Estimate (GBP)","Private comment","Public comment"
"Japan","Japan","Yen (1871-date)","0.005","Y# 16","N# 15169","½ Sen - Meiji","Standard circulation coin","1873-1892","Round","Copper","3.56","22.2","14","1881","","年四十治明 ; Y#16.2","1","","","","0.1","","Norwich E December 19",""
"Japan","Japan","Yen (1871-date)","1","Y# 74","N# 1590","1 Yen - Shōwa","Standard circulation coin","1955-1989","Round","Aluminium (100% Aluminium)","1","20","39","1964","","昭和三十九年","1","","","","0.04","","Ebay B January 20",""
"Japan","Japan","Yen (1871-date)","1","Y# 74","N# 1590","1 Yen - Shōwa","Standard circulation coin","1955-1989","Round","Aluminium (100% Aluminium)","1","20","40","1965","","昭和四十年","1","","","","0.04","","Ebay B January 20",""
"Japan","Japan","Yen (1871-date)","1","Y# 74","N# 1590","1 Yen - Shōwa","Standard circulation coin","1955-1989","Round","Aluminium (100% Aluminium)","1","20","41","1966","","昭和四十一年","1","","","","0.1","","Norwich E November 19",""
"Japan","Japan","Yen (1871-date)","1","Y# 74","N# 1590","1 Yen - Shōwa","Standard circulation coin","1955-1989","Round","Aluminium (100% Aluminium)","1","20","46","1971","","昭和四十六年","1","","","","0.06","","Ebay B December 19","x"
"Japan","Japan","Yen (1871-date)","1","Y# 74","N# 1590","1 Yen - Shōwa","Standard circulation coin","1955-1989","Round","Aluminium (100% Aluminium)","1","20","48","1973","","昭和四十八年","1","","","","0.04","","Ebay B January 20",""
"Japan","Japan","Yen (1871-date)","1","Y# 74","N# 1590","1 Yen - Shōwa","Standard circulation coin","1955-1989","Round","Aluminium (100% Aluminium)","1","20","53","1978","","昭和五十三年","1","","","","0.04","","Ebay B January 20",""
"Japan","Japan","Yen (1871-date)","1","Y# 74","N# 1590","1 Yen - Shōwa","Standard circulation coin","1955-1989","Round","Aluminium (100% Aluminium)","1","20","59","1984","","昭和五十九年","1","","","","0.04","","Ebay B January 20",""
"Japan","Japan","Yen (1871-date)","1","Y# 74","N# 1590","1 Yen - Shōwa","Standard circulation coin","1955-1989","Round","Aluminium (100% Aluminium)","1","20","63","1988","","昭和六十三年","1","","","","0.04","","Ebay B January 20",""
"Japan","Japan","Yen (1871-date)","1","Y# 95","N# 983","1 Yen - Heisei","Standard circulation coin","1989-2019","Round","Aluminium (100% Aluminium)","1","20","4","1992","","Y# 95.2 平成四年","1","","","","0.04","","Ebay B January 20",""
"Japan","Japan","Yen (1871-date)","5","Y# 72a","N# 929","5 Yen - Shōwa (Gothic style)","Standard circulation coin","1959-1989","Round with a hole","Brass","3.75","22","49","1974","","昭和四十九年","1","","","","0.1","","Norwich E November 19",""
"Japan","Japan","Yen (1871-date)","10","Y# 97","N# 3047","10 Yen - Heisei","Standard circulation coin","1989-2019","Round","Bronze","4.5","23.5","3","1991","","Y#97.2 平成三年","1","","","","0.06","","Ebay B December 19","x"
"Jersey","Jersey","Pound (1834-1971)","0.001923076923077","KM# 2","N# 67","1/26 Shilling - Victoria","Standard circulation coin","1841-1861","Round","Copper","8.5","28.25","1851","1851","","","1","","","","","","Bath C July 19","JER-01 a"
"Jersey","Jersey","Pound (1834-1971)","0.002083333333333","KM# 7","N# 3796","1/24 Shilling - Victoria","Standard circulation coin","1877-1894","Round","Bronze","5.6","25","1888","1888","","","1","","","","0.1","","Norwich E February 22",""
"Jersey","Jersey","Pound (1834-1971)","0.004166666666667","KM# 8","N# 8461","1/12 Shilling - Victoria","Standard circulation coin","1877-1894","Round","Bronze","9.15","30.5","1877","1877","H","","1","","","","3.5","","Hay-on-Wye June 19","JER-02 a"
"Jersey","Jersey","Pound (1834-1971)","0.004166666666667","KM# 10","N# 14681","1/12 Shilling - Edward VII","Standard circulation coin","1909","Round","Bronze","9.4","30.9","1909","1909","","","1","","","","2.2","","Ebay November 19",""
"Jersey","Jersey","Pound (1834-1971)","0.004166666666667","KM# 12","N# 3313","1/12 Shilling - George V","Standard circulation coin","1911-1923","Round","Bronze","9.45","30.85","1911","1911","","","1","","","","0.99","","Ebay September 19","JER-10"
"Jersey","Jersey","Pound (1834-1971)","0.004166666666667","KM# 14","N# 7391","1/12 Shilling - George V","Standard circulation coin","1923-1926","Round","Bronze","9.5","30.8","1926","1926","","","1","","","","1","","TS A February 22",""
"Jersey","Jersey","Pound (1834-1971)","0.004166666666667","KM# 18","N# 10096","1/12 Shilling - George VI","Standard circulation coin","1937-1947","Round","Bronze","9.4","30.8","1947","1947","","","1","","","","1.54","","Ebay June 19","JER-03 a"
"Jersey","Jersey","Pound (1834-1971)","0.004166666666667","KM# 26","N# 6935","1/12 Shilling - Elizabeth II (Battle of Hastings)","Circulating commemorative coin","1966","Round","Bronze","9.4","30.8","","1966","","","1","","","","2","","Norwich July 19","JER-05 a"
"Jersey","Jersey","Pound (decimalized, 1971-date)","0.01","KM# 54","N# 4098","1 Penny - Elizabeth II (2nd portrait)","Standard circulation coin","1983-1992","Round","Bronze","3.55","20.32","1986","1986","","","1","","","","0.25","","Norwich July 19","JER-06 a"
"Jersey","Jersey","Pound (decimalized, 1971-date)","0.02","KM# 55","N# 3480","2 Pence - Elizabeth II (2nd portrait)","Standard circulation coin","1983-1992","Round","Bronze","7.1","25.91","1983","1983","","","1","","","","0.08","","Norwich August 19","JER-08"
"Jersey","Jersey","Pound (decimalized, 1971-date)","0.05","KM# 56.2","N# 1385","5 Pence - Elizabeth II (2nd portrait; small type)","Standard circulation coin","1990-1997","Round","Copper-nickel","3.25","18","1993","1993","","","1","","","","0.08","","Norwich August 19","JER-09"
"Jersey","Jersey","Pound (decimalized, 1971-date)","0.1","KM# 33","N# 4196","10 New Pence - Elizabeth II (2nd portrait)","Standard circulation coin","1968-1980","Round","Copper-nickel","11.3","28.5","1968","1968","","","1","","","","","","Bath C July 19","JER-04 a"
"Jersey","Jersey","Pound (decimalized, 1971-date)","0.2","KM# 107","N# 3479","20 Pence - Elizabeth II (Corbière Lighthouse)","Standard circulation coin","1998-2016","Equilaterally curved heptagon (7-sided)","Copper-nickel","5","21.4","2016","2016","","","1","","","","","","Norwich July 19","JER-07"
"Jordan","Jordan","Dinar (1949-date)","0.005","KM# 15","N# 7563","½ Qirsh / 5 Fils - Hussein","Standard circulation coin","1968-1975","Round","Bronze","5.9","24","1395","1975","","١٣٩٥  ١٩٧٥","1","","","","0.1","","Norwich September 19","JRD-01 a"
"Jordan","Jordan","Dinar (1949-date)","0.02","KM# 5","N# 6923","20 Fils - Abdullah I","Standard circulation coin","1949","Round","Copper-nickel","3.75","20","1368","1949","","١٩٤٩-١٣٦٨","1","","","","0.4","","Ebay December 19","x"
"Jordan","Jordan","Dinar (1949-date)","0.05","KM# 6","N# 1739","50 Fils - Abdullah I","Standard circulation coin","1949","Round","Copper-nickel","7.5","26","1368","1949","","١٩٤٩-١٣٦٨","1","","","","0.4","","Ebay December 19","x"
"Jordan","Jordan","Dinar (1949-date)","0.05","KM# 6","N# 1739","50 Fils - Abdullah I","Standard circulation coin","1949","Round","Copper-nickel","7.5","26","1368","1949","","١٩٤٩-١٣٦٨","1","","","","0.4","","Ebay December 19","x"
"Jordan","Jordan","Dinar (1949-date)","0.05","KM# 39","N# 5617","½ Dirham / 50 Fils - Hussein","Standard circulation coin","1978-1991","Round","Copper-nickel","7.5","26","1398","1978","","١٣٩٨هـ ١٩٧٨م","1","","","","0.08","","Norwich M November 19","JDN-02 a"
"Jordan","Jordan","Dinar (1949-date)","0.05","KM# 73","N# 6282","5 Qirsh / Piastres - Abdullah II","Standard circulation coin","2000-2020","Round","Nickel clad steel","5","26","1427","2006","","١٤٢٧هـ-٢٠٠٦مـ. Large date, long open مـ","1","","","","0.5","","Bath C February 20",""
"Jordan","Jordan","Dinar (1949-date)","0.1","KM# 7","N# 5945","100 Fils - Abdullah I","Standard circulation coin","1949","Round","Copper-nickel","12","30","1368","1949","","١٩٤٩-١٣٦٨","1","","","","0.35","","Ebay December 19","x"
"Jordan","Jordan","Dinar (1949-date)","0.1","KM# 40","N# 4001","1 Dirham / 100 Fils - Hussein","Standard circulation coin","1978-1991","Round","Copper-nickel","12","30","1398","1978","","١٣٩٨هـ ١٩٧٨م","1","","","","0.1","","Bath A February 20",""
"Kazakhstan","Kazakhstan","Tenge (1993-date)","10","KM# 25","N# 6208","10 Tenge (non-magnetic)","Standard circulation coin","1997-2012","Round","Nickel brass","2.81","19.56","2005","2005","ҚҰБ","","1","","","","","","Hall Farm House","KAZ-01"
"Kazakhstan","Kazakhstan","Tenge (1993-date)","20","KM# 26","N# 6209","20 Tenge (non-magnetic)","Standard circulation coin","1997-2012","Round","Nickel brass","2.9","18.35","2002","2002","ҚҰБ","","1","","","","","","Hall Farm House","KAZ-02"
"Kazakhstan","Kazakhstan","Tenge (1993-date)","50","KM# 27","N# 5856","50 Tenge","Standard circulation coin","1997-2018","Round","Nickel brass","4.7","23","2000","2000","ҚҰБ","","1","","","","","","Hall Farm House","KAZ-03"
"Kazakhstan","Kazakhstan","Tenge (1993-date)","100","KM# 39","N# 3135","100 Tenge","Standard circulation coin","2002-2007","Round","Bimetallic: copper-nickel centre in nickel brass ring","6.23","24.4","2002","2002","ҚҰБ","","1","","","","","","Hall Farm House","KAZ-04"
"Kenya","Kenya","Shilling (1966-date)","0.05","KM# 1","N# 2636","5 Cents (without legend)","Standard circulation coin","1966-1968","Round","Nickel brass","5.6","25.5","1967","1967","","","1","","","","0","","Gowthorpe February 22",""
"Kenya","Kenya","Shilling (1966-date)","0.05","KM# 1","N# 2636","5 Cents (without legend)","Standard circulation coin","1966-1968","Round","Nickel brass","5.6","25.5","1967","1967","","","1","","","","0","","Gowthorpe February 22",""
"Kenya","Kenya","Shilling (1966-date)","0.05","KM# 1","N# 2636","5 Cents (without legend)","Standard circulation coin","1966-1968","Round","Nickel brass","5.6","25.5","1968","1968","","","1","","","","0","","Gowthorpe February 22",""
"Kenya","Kenya","Shilling (1966-date)","0.1","KM# 2","N# 4689","10 Cents (without legend)","Standard circulation coin","1966-1968","Round","Nickel brass","9.4","31","1968","1968","","","1","","","","0","","Gowthorpe February 22",""
"Kenya","Kenya","Shilling (1966-date)","0.1","KM# 2","N# 4689","10 Cents (without legend)","Standard circulation coin","1966-1968","Round","Nickel brass","9.4","31","1968","1968","","","1","","","","0","","Gowthorpe February 22",""
"Kenya","Kenya","Shilling (1966-date)","0.1","KM# 11","N# 2635","10 Cents (with legend)","Standard circulation coin","1969-1978","Round","Nickel brass","9.45","30.8","1969","1969","","","1","","","","0","","Gowthorpe February 22",""
"Kenya","Kenya","Shilling (1966-date)","0.1","KM# 18","N# 1844","10 Cents","Standard circulation coin","1978-1991","Round","Nickel brass","9.4","30.8","1989","1989","","","1","","","","0.04","","Ebay B January 20",""
"Kenya","Kenya","Shilling (1966-date)","0.5","KM# 4","N# 2640","50 Cents (without legend)","Standard circulation coin","1966-1968","Round","Copper-nickel","3.8","21","1967","1967","","","1","","","","0","","Gowthorpe February 22",""
"Kenya","Kenya","Shilling (1966-date)","1","KM# 5","N# 1841","1 Shilling (without legend)","Standard circulation coin","1966-1968","Round","Copper-nickel","7.9","27.8","1968","1968","","","1","","","","0","","Gowthorpe February 22",""
"Kenya","Kenya","Shilling (1966-date)","1","KM# 34","N# 1843","1 Shilling","Standard circulation coin","2005-2010","Round","Nickel plated steel","5.5","23.9","2005","2005","","","1","","","","0.04","","Ebay B January 20",""
"Kenya","Kenya","Shilling (1966-date)","5","KM# 23","N# 2264","5 Shillings","Standard circulation coin","1985","Reuleaux heptagon","Copper-nickel","13.5","30","1985","1985","","","1","","","","","","Wayne February 20",""
"Kenya","Kenya","Shilling (1966-date)","5","KM# 30","N# 1842","5 Shillings","Standard circulation coin","1995-1997","Round","Bimetallic: aluminium-bronze centre in copper-nickel ring","3.75","19.35","1997","1997","","","1","","","","0.04","","Ebay B January 20",""
"Kuwait","Kuwait","Dinar (1960-1990 and 1991-date)","0.02","KM# 12","N# 3038","20 Fils - Abdullah III / Sabāh III / Jāber III / Sabah IV (non-magnetic)","Standard circulation coin","1962-2011","Round","Copper-nickel","3","20","1386","1967","","١٣٨٦ - ١٩٦٧","1","","","","0.5","","Bath C February 20",""
"Kuwait","Kuwait","Dinar (1960-1990 and 1991-date)","0.02","KM# 12","N# 3038","20 Fils - Abdullah III / Sabāh III / Jāber III / Sabah IV (non-magnetic)","Standard circulation coin","1962-2011","Round","Copper-nickel","3","20","1390","1971","","١٣٩٠ - ١٩٧١","1","","","","0.1","","Norwich E December 19",""
"Kyrgyzstan","Kyrgyzstan","Som (1993-date)","1","KM# 14","N# 4750","1 Som","Standard circulation coin","2008","Round","Nickel plated steel","2.5","19","2008","2008","","","1","","","","0.04","","Ebay B January 20",""
"Latvia","Latvia","New lats (1993-2013)","0.2","KM# 22.1","N# 3883","20 Santimu","Standard circulation coin","1992-2009","Round","Nickel brass","4","21.5","1992","1992","","Struck by ""Bayerisches Hauptmünzamt"" (Germany)","1","","","","0.25","","Norwich G February 20",""
"Lebanon","Lebanon","Lebanese pound (1939-date)","0.1","KM# 23","N# 10514","10 Qirush / Piastres","Standard circulation coin","1955","Round","Aluminium-bronze","3.5","21.8","1955","1955","","Monnaie de Paris (wing)","1","","","","0.1","","Norwich E December 19",""
"Lebanon","Lebanon","Lebanese pound (1939-date)","0.1","KM# 24","N# 3008","10 Qirush / Piastres","Standard circulation coin","1961","Round","Copper-nickel","3.5","22","1961","1961","","","1","","","","0.1","","Bath A February 20",""
"Lebanon","Lebanon","Lebanese pound (1939-date)","0.25","KM# 16.1","N# 826","25 Qirshā / Piastres","Standard circulation coin","1952-1961","Round","Aluminium-bronze","4","23.3","1952","1952","","KM# 16.1 (small date)","1","","","","0.1","","Bath A February 20",""
"Lebanon","Lebanon","Lebanese pound (1939-date)","0.25","KM# 16.1","N# 826","25 Qirshā / Piastres","Standard circulation coin","1952-1961","Round","Aluminium-bronze","4","23.3","1961","1961","","KM# 16.2 (large date) Koninklijke Nederlandse Munt","1","","","","0.1","","Norwich E December 19",""
"Lebanon","Lebanon","Lebanese pound (1939-date)","0.5","KM# 17","N# 2572","50 Qirshā / Piastres","Standard circulation coin","1952","Round","Silver (.600)","5","24","1952","1952","","","1","","","","0.75","","Norwich E November 19","LEB-01 a"
"Lesotho","Lesotho","Loti (1980-date)","1","KM# 66","N# 7042","1 Loti - Letsie III","Standard circulation coin","1998-2018","Round","Nickel plated steel","3.88","21","1998","1998","","Royal Mint. Edge reeded","1","","","","0.25","","Norwich G March 20",""
"Libya","Libya","Pound (1951-1975)","0.002","KM# 2","N# 6827","2 Milliemes  - Idris I","Standard circulation coin","1952","Round","Bronze","6","24","1952","1952","","١٩٥٢","1","","","","0.1","","Norwich E December 19",""
"Libya","Libya","Pound (1951-1975)","0.01","KM# 4","N# 6689","1 Qirsh / Piastre - Idris I","Standard circulation coin","1952","Round","Copper-nickel","3.8","19.87","1952","1952","","١٩٥٢ Royal Mint","1","","","","0.1","","Norwich October 19","LBY-02 a"
"Libya","Libya","Pound (1951-1975)","0.02","KM# 5","N# 8308","2 Qirsh / Piastres - Idris I","Standard circulation coin","1952","Round","Copper-nickel","7.5","26","1952","1952","","١٩٥٢ Royal Mint","1","","","","0.1","","Norwich E December 19",""
"Libya","Libya","Pound (1951-1975)","0.05","KM# 10","N# 9661","50 Milliemes - Idris I","Standard circulation coin","1965","Scalloped (with 12 notches)","Copper-nickel","7","26","1385","1965","","١٣٨٥ - ١٩٦٥","1","","","","0.1","","Norwich E November 19","LBY-03 a"
"Libya","Libya","Pound (1951-1975)","0.05","KM# 10","N# 9661","50 Milliemes - Idris I","Standard circulation coin","1965","Scalloped (with 12 notches)","Copper-nickel","7","26","1385","1965","","١٣٨٥ - ١٩٦٥","1","","","","0.35","","Ebay December 19","x"
"Libya","Libya","Pound (1951-1975)","0.1","KM# 11","N# 4818","100 Milliemes - Idris I","Standard circulation coin","1965","Round","Copper-nickel","11","30","1385","1965","","١٣٨٥ - ١٩٦٥","1","","","","0.35","","Ebay December 19","x"
"Libya","Libya","Dinar (1977-date)","0.01","KM# 14","N# 4502","10 Dirhams","Standard circulation coin","1975","Round","Copper-nickel clad steel","3","20","1395","1975","","١٣٩٥ - ١٩٧٥","1","","","","1","","Norwich August 19","LBY-01 a"
"Libya","Libya","Dinar (1977-date)","0.05","KM# 16","N# 4459","50 Dirhams","Standard circulation coin","1975","Scalloped (with 16 notches)","Copper-nickel","6.4","25","1395","1975","","١٣٩٥ - ١٩٧٥","1","","","","0.35","","Ebay December 19","x"
"Lithuania","Lithuania","New litas (1993-2014)","0.01","KM# 85","N# 3112","1 Centas","Standard circulation coin","1991","Round","Aluminium","0.83","18.75","1991","1991","","","1","","","","0.04","","Ebay B January 20",""
